"","initial_value"
"LYNX1",0.59
"CHID1",0.83
"TRAK2",0.63
"SLC2A11",0.33
"MTMR9",0.72
"BOLL",0.55
"DUSP26",0.43
"CRELD1",0.54
"MRPL57",0.71
"COLEC11",0.31
"OTUB2",0.63
"PCYOX1L",0.61
"YIPF2",0.63
"PRR14",0.52
"C17orf53",0.44
"C7orf49",0.58
"GDAP1L1",0.35
"RHPN1-AS1",0.32
"LRFN4",0.56
"AUNIP",0.71
"VKORC1",0.68
"C19orf43",0.62
"MIS12",0.56
"CUEDC2",0.73
"SCNM1",0.66
"METRN",0.62
"DBNDD1",0.43
"SLX1B",0.16
"DDX50",0.55
"CAMKV",0.27
"LINC01260",0.51
"DDA1",0.74
"GGCT",0.86
"GID4",0.74
"CENPM",0.84
"C7orf25",0.57
"TMEM106C",0.82
"NUP37",0.89
"SMIM2",0.19
"C20orf195",0.39
"AHNAK",0.8
"ZNF655",0.7
"SPATA5L1",0.61
"PDCL3",0.57
"ERI3",0.66
"C7orf26",0.58
"NABP2",0.51
"KXD1",0.69
"PVRIG",0.29
"ZFYVE21",0.87
"DDX54",0.59
"TMEM38A",0.52
"TSEN34",0.61
"KCTD15",0.79
"SECISBP2",0.77
"NOC4L",0.53
"ALG8",0.73
"TRPM8",0.52
"PRRG4",0.72
"PRRG3",0.27
"ASPSCR1",0.46
"TMEM223",0.51
"ATG9A",0.52
"METTL16",0.7
"FTO",0.69
"KDELC1",0.6
"ELOVL6",0.73
"FASTKD3",0.55
"TMEM109",0.72
"C2orf49",0.73
"DSCC1",0.83
"DCTPP1",0.74
"C1orf50",0.56
"CCDC86",0.82
"LBHD1",0.73
"MLPH",0.62
"WDR77",0.85
"SLC25A23",0.74
"SMIM7",0.86
"ALG12",0.44
"ZNF426",0.4
"TMUB2",0.52
"TRAPPC6A",0.63
"METTL22",0.62
"CARD14",0.59
"CHAC1",0.55
"C9orf16",0.76
"C11orf49",0.69
"TRIM48",0.32
"C1orf116",0.76
"LINC00626",0.47
"TAF1D",0.8
"RNF26",0.78
"MAPKAP1",0.84
"DHX58",0.43
"NDUFAF5",0.8
"TMEM185B",0.58
"APOO",0.67
"LY6G6E",0.16
"FAM134A",0.71
"DERL1",0.72
"CCDC28B",0.42
"PHF23",0.79
"MBOAT7",0.61
"PPDPF",0.76
"CHCHD7",0.89
"FKRP",0.79
"MMP28",0.7
"ZSCAN5A",0.54
"FA2H",0.66
"GDPD3",0.49
"DHRS11",0.5
"TNIP2",0.81
"PLEKHF1",0.46
"MFSD11",0.78
"GNPTAB",0.72
"NOL12",0.61
"LOC79160",0.2
"TMEM243",0.61
"LENG1",0.55
"LILRP2",0.17
"LILRA6",0.27
"C1orf35",0.39
"PRR15L",0.51
"RBM42",0.69
"CENPO",0.81
"C19orf57",0.4
"CRELD2",0.55
"ZNF343",0.56
"FBXL15",0.58
"ZNF576",0.58
"THTPA",0.54
"EFHD2",0.77
"TTPAL",0.76
"BRCC3",0.77
"FSD1",0.45
"TMEM43",0.85
"IRX6",0.28
"IRX3",0.63
"IRX1",0.62
"THOC6",0.47
"ZNF557",0.63
"ZNF37CP",0.11
"MMEL1",0.41
"DCAF10",0.8
"OR52L2P",0.1
"OR5H8",0.11
"OR13A1",0.19
"OR5H6",0.15
"OR52E1",0.11
"OR4P1P",0.11
"OR5H2",0.17
"OR2AD1P",0.38
"OR7E91P",0.2
"OR4K5",0.13
"OR51G1",0.16
"OR11H2",0.11
"OR51B4",0.29
"OR51B2",0.27
"OR4C5",0.1
"RSG1",0.29
"ZXDC",0.76
"BHLHE41",0.68
"HMGN5",0.53
"FCRL2",0.46
"B3GNT4",0.44
"BCL2L14",0.51
"NOX5",0.63
"GLB1L",0.41
"KREMEN2",0.39
"ZBED2",0.43
"LRFN3",0.58
"C17orf62",0.41
"CYP3AP2",0.56
"HAUS3",0.75
"LRRC2",0.5
"FYCO1",0.69
"BIRC7",0.28
"WDR25",0.36
"PAGR1",0.72
"ULBP3",0.63
"DLEU2L",0.36
"OR51J1",0.18
"OR52N1",0.16
"OR5AL1",0.1
"OR10G6",0.16
"OR4F5",0.17
"OR2A4",0.36
"OR4K1",0.16
"OR6J1",0.11
"FAM65A",0.64
"C2orf47",0.76
"NKAIN1",0.37
"GCC1",0.46
"ATP13A3",0.77
"TTC13",0.47
"EPS8L3",0.41
"ABHD8",0.34
"NKAP",0.82
"CDC73",0.66
"SLC52A2",0.69
"SPAG16",0.6
"TMEM231",0.28
"CORO7",0.4
"CHPF",0.63
"CARS2",0.71
"RNF128",0.53
"MRPL24",0.75
"C10orf76",0.56
"MUL1",0.55
"SAP130",0.54
"RNF219",0.68
"CEP97",0.59
"TCTN1",0.43
"ADIPOR2",0.69
"CERS4",0.54
"PGBD5",0.41
"FAM118B",0.79
"RIC3",0.33
"VCPKMT",0.64
"ACSS3",0.7
"NAA16",0.58
"TANGO6",0.69
"CCNJL",0.34
"HMBOX1",0.49
"RNASEH2B",0.75
"SNRNP25",0.8
"GALNT14",0.44
"ARMT1",0.63
"NDNF",0.6
"TNFAIP8L2",0.59
"OGFRL1",0.77
"SH3TC2",0.59
"OCEL1",0.44
"C1orf54",0.58
"EFTUD1",0.55
"FAM184A",0.62
"FAT4",0.73
"SCRN3",0.79
"CCDC121",0.38
"ARMC7",0.58
"TMEM53",0.61
"C22orf46",0.27
"ROGDI",0.5
"ARSJ",0.71
"CHMP6",0.47
"SRD5A3",0.8
"EFCAB1",0.51
"PANK3",0.38
"AKIRIN1",0.82
"MCPH1",0.68
"MAP7D3",0.63
"USB1",0.57
"RHBDF2",0.46
"TMEM204",0.67
"HECTD3",0.58
"BEND5",0.42
"RPAP3",0.74
"ARHGAP10",0.66
"DYNC2H1",0.35
"PPP1R3B",0.69
"NEIL1",0.61
"HSPBAP1",0.61
"ICE2",0.7
"DHX40",0.84
"PLEKHF2",0.84
"KLF3-AS1",0.28
"PARP8",0.64
"C3orf52",0.56
"ZCCHC6",0.74
"NLRX1",0.48
"FN3KRP",0.68
"ZNF329",0.56
"VEPH1",0.53
"FASTKD1",0.56
"OGFOD2",0.59
"SMC6",0.79
"VTCN1",0.48
"C22orf29",0.47
"CENPU",0.88
"ZDHHC14",0.49
"MSANTD2",0.57
"SAP30L",0.62
"LINC00341",0.39
"STEAP4",0.66
"GAL3ST4",0.49
"QTRTD1",0.53
"ZNF322",0.71
"YRDC",0.85
"MANEA",0.77
"GALNT12",0.75
"ZC2HC1C",0.42
"C14orf169",0.57
"ZMAT4",0.31
"ZYG11B",0.87
"OGFOD3",0.61
"C11orf80",0.72
"LRRK1",0.28
"PRKRIP1",0.67
"NOL9",0.7
"COLGALT1",0.8
"MORC4",0.65
"IPO4",0.72
"GTDC1",0.79
"IGFLR1",0.53
"CCDC51",0.65
"NPEPL1",0.57
"PPCS",0.63
"TBL1XR1",0.81
"AAGAB",0.67
"VPS37B",0.67
"ANKRD55",0.37
"SUV39H2",0.63
"ZNF768",0.5
"THAP9",0.62
"WDR59",0.55
"LIN28A",0.34
"PALB2",0.55
"SH3D21",0.43
"NSUN7",0.59
"NARS2",0.8
"E2F8",0.86
"KCTD17",0.43
"TBC1D17",0.49
"TEFM",0.77
"BBS10",0.5
"TTLL7",0.67
"ZBBX",0.33
"CCDC7",0.41
"CXorf36",0.52
"ZNF419",0.5
"CLIP4",0.85
"ECHDC3",0.5
"ADGB",0.23
"LMAN1L",0.38
"ZNF385D",0.42
"SLC25A22",0.42
"ZFAND1",0.68
"SNIP1",0.49
"ASB13",0.62
"ZNF750",0.4
"DHRS12",0.76
"ZNF668",0.66
"GEMIN7",0.76
"C1orf115",0.76
"ISOC2",0.58
"ELMO3",0.41
"KATNBL1",0.69
"TXNDC15",0.59
"MCTP1",0.43
"GRTP1",0.67
"ZFHX4",0.73
"ACBD4",0.5
"MICALL2",0.61
"CCDC82",0.76
"IQCA1",0.54
"LRRC31",0.32
"SUGCT",0.46
"MYH14",0.76
"RERGL",0.4
"KLHL36",0.56
"ZNF665",0.33
"CLMN",0.83
"FBXO31",0.62
"GSDMD",0.48
"C12orf49",0.63
"ALG9",0.66
"ZNF408",0.38
"ARMC5",0.55
"UGT2A3",0.26
"CARF",0.46
"SHCBP1",0.89
"HHIPL2",0.43
"HPS6",0.69
"HAND2-AS1",0.46
"VASH2",0.43
"GSTCD",0.67
"TTC21B",0.34
"PTCD2",0.48
"SLTM",0.55
"MMRN2",0.77
"EHMT1",0.67
"AGMAT",0.58
"NIPAL2",0.54
"TLE6",0.43
"MOB3B",0.67
"ZNF552",0.7
"WDR78",0.48
"CATSPERB",0.49
"ARHGAP28",0.75
"CAMKMT",0.44
"EFCC1",0.56
"CLMP",0.8
"METTL8",0.66
"NAA40",0.54
"ZMYM1",0.5
"KDM8",0.27
"QSER1",0.79
"GEMIN6",0.82
"PEAK1",0.68
"LONRF3",0.45
"PIP4K2C",0.54
"TMC5",0.66
"CCDC102B",0.46
"NHEJ1",0.44
"AGBL2",0.24
"ZBTB3",0.46
"FAM124B",0.37
"ZDHHC11",0.45
"RNF122",0.42
"CFAP69",0.48
"TMEM180",0.45
"CSPP1",0.66
"PDZD3",0.35
"FAM57A",0.68
"EPHX3",0.37
"TM4SF20",0.34
"LINC00115",0.19
"SNX22",0.6
"FLJ13224",0.22
"NEK11",0.51
"TUBAL3",0.43
"ZNF669",0.31
"RBFA",0.75
"C11orf63",0.35
"TREML2",0.34
"BORA",0.73
"TCTN2",0.65
"ALG13",0.85
"CPSF7",0.69
"BAALC",0.62
"RPAP2",0.65
"CBLL1",0.45
"NUDT18",0.44
"RABEP2",0.73
"THSD4",0.76
"UBA5",0.85
"DCAKD",0.66
"CCDC134",0.3
"ZC3H14",0.72
"PODNL1",0.36
"MAP9",0.67
"HDAC11",0.51
"CAAP1",0.63
"PLBD1",0.67
"LPCAT1",0.57
"RIN3",0.6
"ZNF671",0.43
"MCMBP",0.83
"GGNBP2",0.78
"ZNF672",0.71
"ATP8B4",0.32
"THNSL1",0.69
"RPP21",0.45
"ZNF613",0.27
"PRR5L",0.45
"CYBRD1",0.85
"NUP85",0.89
"NAA60",0.62
"TMC7",0.44
"MORN1",0.51
"BTNL8",0.3
"PYROXD1",0.67
"ACTR5",0.52
"ATAD5",0.56
"MAGIX",0.59
"SETD6",0.43
"C2orf54",0.51
"TCEAL4",0.71
"MRM1",0.25
"NANOG",0.38
"ADM2",0.41
"SPEF2",0.51
"FAM110D",0.24
"MAP6D1",0.66
"DOK3",0.64
"TNIP3",0.25
"KIAA0319L",0.77
"SYNPO2L",0.66
"ADCK4",0.63
"CNTD2",0.43
"CNTNAP3",0.66
"SLC35E1",0.84
"LINC00472",0.24
"ZNF696",0.63
"L2HGDH",0.64
"C10orf95",0.44
"DHDDS",0.72
"PLPPR3",0.29
"PLEKHS1",0.4
"SYNDIG1",0.42
"NOL10",0.71
"PDZD7",0.55
"ERMP1",0.84
"PAQR6",0.38
"DENND1C",0.51
"CEP76",0.74
"JADE1",0.81
"DENND2D",0.54
"DNAJC22",0.42
"ABCA11P",0.67
"SCD5",0.75
"WDR76",0.87
"ATAT1",0.71
"ZNF767P",0.34
"WLS",0.77
"ZNF442",0.4
"CPED1",0.76
"GRHL2",0.59
"TRMT2B",0.57
"DSN1",0.74
"FRMD1",0.27
"DNAJB14",0.79
"POF1B",0.59
"ZNF702P",0.27
"SVEP1",0.78
"TTC26",0.7
"PLEKHH3",0.59
"OBFC1",0.61
"AGPAT4-IT1",0.18
"ELOVL7",0.67
"ANKRD53",0.52
"LOC79999",0.18
"GREB1L",0.55
"PCNXL2",0.52
"ESRP2",0.61
"DOCK5",0.79
"TRAPPC13",0.75
"C10orf88",0.45
"TMEM156",0.53
"RMI1",0.86
"FAM192A",0.83
"PHC3",0.73
"FAM188A",0.58
"WWC2",0.75
"C14orf159",0.62
"NAA25",0.81
"UBTD1",0.41
"FOXRED2",0.61
"TMEM62",0.63
"MYO15B",0.63
"NRSN2",0.37
"SLC8B1",0.79
"PANK2",0.68
"FBXL18",0.78
"SEMA6D",0.71
"ZNF556",0.4
"CSRNP3",0.32
"ANP32A-IT1",0.23
"TRPM3",0.62
"FAM106A",0.24
"GPR157",0.49
"RPS2P45",0.19
"CEBPA-AS1",0.26
"PGAP1",0.8
"LRRTM4",0.28
"GNL3LP1",0.2
"ATF7IP2",0.62
"DCAF17",0.62
"LINC00574",0.24
"ADAMTS20",0.24
"CCDC15",0.63
"HEXA-AS1",0.17
"LCAL1",0.22
"TUBA4B",0.3
"BIN3-IT1",0.21
"ZNF606",0.63
"MZT2B",0.59
"C7orf69",0.29
"ZFP2",0.3
"ZNF614",0.6
"C3orf36",0.36
"BICC1",0.24
"BAIAP2L2",0.64
"ARL14",0.37
"PIF1",0.71
"MAP3K19",0.29
"VCPIP1",0.68
"CCDC33",0.3
"BBOF1",0.74
"TRIM46",0.62
"CCDC170",0.4
"LRRC8E",0.72
"MROH9",0.25
"RPF1",0.7
"ZNF703",0.76
"PTGES2",0.45
"SIKE1",0.83
"FRAS1",0.69
"THOC7",0.62
"UXS1",0.82
"PQLC1",0.75
"ZC3H12A",0.68
"ASRGL1",0.68
"CENPT",0.45
"EDC3",0.67
"GOLGA2P10",0.11
"NAA15",0.72
"CWH43",0.42
"ASMTL-AS1",0.23
"ATHL1",0.51
"PRR36",0.29
"ABHD18",0.47
"MOGAT2",0.77
"CTC1",0.58
"IFT74",0.61
"DBF4B",0.5
"SPSB1",0.81
"MYCT1",0.59
"C16orf59",0.46
"MYO19",0.85
"KIAA0226L",0.64
"CEP290",0.68
"TTI2",0.53
"TMEM134",0.79
"TMEM254",0.66
"RNF34",0.6
"MUS81",0.6
"FUZ",0.37
"HKDC1",0.61
"FBXO11",0.67
"CHD9",0.77
"FHOD3",0.62
"OPA3",0.51
"SPG11",0.72
"PROSER1",0.8
"ARMC9",0.7
"CCDC92",0.76
"TM2D3",0.53
"RUNX1-IT1",0.26
"ALPK1",0.57
"CFAP43",0.58
"NAA50",0.9
"COQ10B",0.63
"ACSF2",0.63
"TARS2",0.56
"RAB11FIP1",0.8
"NUBPL",0.43
"PAAF1",0.5
"ORAI2",0.74
"RUFY1",0.63
"CXorf21",0.29
"WDR26",0.87
"FAAP100",0.61
"PIGZ",0.52
"ELL3",0.53
"PREX2",0.49
"CEP63",0.75
"SLC35F5",0.65
"FAM214B",0.7
"EFHC2",0.38
"C16orf70",0.63
"TRIM45",0.63
"ZNF430",0.56
"EDEM3",0.63
"HSD3B7",0.6
"ITPKC",0.52
"GRPEL1",0.8
"SCUBE1",0.42
"CDK5RAP3",0.64
"MTERF2",0.65
"PLEKHO2",0.61
"EFHD1",0.78
"C2orf44",0.49
"TRABD",0.59
"MED28",0.81
"FER1L4",0.36
"FLAD1",0.77
"SPHKAP",0.27
"PDGFD",0.73
"KLHL15",0.71
"TET1",0.55
"LRRC27",0.57
"EPC1",0.78
"CPEB4",0.87
"PPP1R2P9",0.31
"ZKSCAN3",0.35
"GKAP1",0.79
"CXXC4",0.61
"SP6",0.58
"CEP70",0.64
"CCDC68",0.45
"PUS1",0.56
"ABTB1",0.54
"WNT10A",0.58
"ULBP2",0.82
"ULBP1",0.31
"DNAJC5",0.79
"ADAM33",0.58
"KCNIP4",0.52
"WDR82",0.62
"PABPC1L",0.72
"PNPLA3",0.62
"BPIFB2",0.45
"TRAF3IP3",0.42
"SEL1L2",0.56
"DCAF11",0.7
"ZSCAN16",0.44
"REEP4",0.56
"COASY",0.7
"WDR61",0.79
"LPAL2",0.36
"TNKS2",0.54
"RNF39",0.59
"PDCD1LG2",0.63
"CD276",0.79
"UBXN6",0.72
"SLC19A3",0.65
"TSGA10",0.51
"AKNA",0.59
"ESX1",0.23
"PBX4",0.62
"SLC35G2",0.72
"ACAD10",0.57
"SRCIN1",0.59
"KIAA1683",0.61
"TTYH3",0.77
"ARHGAP39",0.52
"THSD7B",0.41
"SLC44A4",0.34
"VWA7",0.33
"C6orf25",0.29
"LY6G6C",0.39
"LY6G5C",0.37
"PRR3",0.44
"THUMPD2",0.42
"TSEN2",0.58
"AARSD1",0.73
"TMEM121",0.63
"PRR7",0.52
"KHDC1",0.62
"ITIH5",0.53
"UPK3B",0.31
"NDFIP1",0.79
"SPX",0.6
"THAP7",0.48
"STARD5",0.63
"CPTP",0.43
"LIMD2",0.35
"TMEM177",0.78
"B9D2",0.32
"CYB5B",0.78
"ZNF34",0.46
"COL18A1",0.71
"INTS5",0.6
"CMIP",0.66
"ASXL3",0.58
"CEP44",0.68
"ZNF436",0.7
"EEPD1",0.71
"DDHD1",0.75
"BHLHB9",0.4
"DUSP16",0.69
"ZFP91",0.59
"APOL6",0.7
"APOL5",0.25
"APOL4",0.36
"APOL3",0.42
"TAS1R2",0.31
"TAS1R1",0.32
"SH3BP5L",0.71
"GRIP2",0.63
"KDM7A",0.69
"SETD7",0.74
"KIAA1715",0.78
"ZNRD1-AS1",0.47
"PRRT1",0.7
"EGFL8",0.33
"HCG4B",0.36
"ILKAP",0.6
"NPL",0.72
"TMPRSS5",0.44
"GJA9",0.27
"TUBB1",0.61
"WNT5B",0.54
"ZBP1",0.48
"SLC2A10",0.68
"KCNH6",0.25
"SLC25A32",0.73
"COLEC12",0.36
"CLPTM1L",0.9
"OR5AC2",0.15
"OR11H1",0.15
"OR4F17",0.13
"OR11K1P",0.1
"OR7E105P",0.11
"OR4K15",0.15
"OR7E111P",0.27
"OR7E104P",0.31
"OR9M1P",0.1
"OR8J3",0.18
"OR8J2",0.1
"OR7E126P",0.11
"OR5G3",0.1
"OR5AQ1P",0.11
"OR5AK3P",0.1
"OR52P1P",0.13
"OR51G2",0.17
"OR51E2",0.54
"OR4P4",0.19
"OR4C15",0.19
"OR4A8",0.1
"OR4A5",0.15
"OR4A16",0.17
"OR4A15",0.27
"OR4A13P",0.1
"OR10W1",0.16
"OR4F7P",0.14
"OR2AE1",0.19
"OR4F16",0.11
"OR2W6P",0.1
"OR5AC1",0.1
"OR9H1P",0.12
"OR6N2",0.15
"OR6K2",0.16
"OR2T7",0.1
"OR2L5",0.12
"OR2G3",0.19
"OR2G2",0.16
"OR2C3",0.43
"OR11I1P",0.1
"POLR2M",0.75
"PTDSS2",0.44
"GPR63",0.33
"RSPH6A",0.31
"SYNC",0.71
"CFHR5",0.29
"DCSTAMP",0.34
"HM13",0.5
"MOB2",0.33
"ITFG1",0.68
"SGPP1",0.87
"SLC38A1",0.76
"TMX1",0.76
"LRRC3",0.3
"GDPD5",0.6
"FBXO38",0.76
"TDRD3",0.52
"STMN4",0.4
"VOPP1",0.61
"FAM49A",0.75
"WBSCR16",0.63
"YIPF5",0.84
"VWA9",0.49
"MAGED4B",0.54
"FAM117A",0.72
"TRIM11",0.67
"LMAN2L",0.47
"C1orf21",0.76
"NDEL1",0.72
"CSRNP2",0.74
"TXNDC5",0.78
"ACTL8",0.37
"CLPB",0.67
"MIR600HG",0.64
"PDRG1",0.47
"ANKRD13C",0.72
"APOLD1",0.63
"CCDC130",0.41
"GFOD2",0.47
"COL21A1",0.59
"PLA2G12A",0.8
"CDADC1",0.37
"TRIM8",0.85
"URM1",0.53
"LBH",0.64
"PVRL4",0.54
"FIP1L1",0.58
"SNX27",0.53
"FAM83D",0.85
"ANP32E",0.87
"NIPA2",0.8
"TMEM163",0.66
"ACSBG2",0.38
"CAB39L",0.66
"ITM2C",0.7
"TSPAN14",0.78
"CDT1",0.87
"KAZALD1",0.55
"UNC93B1",0.53
"DEFB126",0.29
"DIAPH3",0.85
"SHCBP1L",0.26
"TRMT1L",0.85
"TSC22D4",0.43
"TSSK3",0.36
"MAP1LC3B",0.87
"CCNL2",0.71
"VMP1",0.67
"C6orf62",0.63
"ISCA1",0.7
"LOC81691",0.4
"AMN",0.55
"OR5V1",0.3
"OR2B2",0.26
"LINC00597",0.37
"DOCK8",0.59
"PPP1R14C",0.71
"TRIM7",0.63
"NUAK2",0.59
"TIGD6",0.3
"RNF170",0.42
"ADAMTS12",0.73
"TLR10",0.37
"ADAMTS10",0.51
"SLCO5A1",0.37
"OR12D3",0.52
"NETO2",0.89
"NETO1",0.33
"SPACA1",0.21
"VANGL1",0.7
"TRIM56",0.76
"SBF2",0.7
"RNF146",0.86
"SPRY4",0.39
"ST6GALNAC5",0.66
"KRTAP1-3",0.28
"KRTAP1-1",0.22
"TMEM14B",0.85
"ZNF205-AS1",0.17
"SFXN3",0.69
"ZNF611",0.34
"MED25",0.74
"SHARPIN",0.49
"KRTAP9-9",0.31
"KRTAP4-6",0.46
"KRTAP2-1",0.53
"ARPC5L",0.86
"ISG20L2",0.81
"RAB1B",0.52
"LAS1L",0.62
"HYI",0.76
"FAHD1",0.88
"QTRT1",0.42
"SLIRP",0.85
"SLC7A5P1",0.12
"SLC25A28",0.79
"ABHD17A",0.62
"CABLES2",0.7
"SEH1L",0.8
"KIF18A",0.83
"ZNF93",0.55
"HDHD3",0.45
"PCDH11Y",0.46
"PITPNM3",0.46
"ELOVL3",0.52
"FCRL5",0.36
"FCRL4",0.5
"TCF7L1",0.73
"ADPGK",0.76
"SH3BGRL3",0.74
"SF3B5",0.78
"INO80B",0.43
"GSG1",0.47
"CCDC70",0.31
"SLC25A31",0.33
"PUS7L",0.58
"PMFBP1",0.21
"DRC3",0.33
"ABHD11",0.41
"RAB33B",0.32
"EMC6",0.72
"CDCA3",0.88
"MXD3",0.36
"APH1B",0.63
"GLT8D2",0.78
"KATNAL2",0.4
"DOHH",0.39
"ARHGAP24",0.71
"DDX59",0.71
"PUS3",0.44
"EPPK1",0.62
"SCRT1",0.49
"PLVAP",0.39
"CYP51A1P1",0.15
"CYP51A1P2",0.43
"TTC25",0.51
"CHST9",0.58
"NUF2",0.88
"FAM110A",0.48
"AIF1L",0.66
"DNAL1",0.73
"RTBDN",0.66
"RILP",0.7
"COG3",0.67
"UCK1",0.63
"GPR101",0.29
"TAAR8",0.18
"MFRP",0.61
"TMUB1",0.47
"THAP2",0.64
"AKR1E2",0.59
"RASSF5",0.78
"NUDT12",0.71
"SOX7",0.75
"BCL2L12",0.74
"RTP3",0.3
"LRRC2-AS1",0.23
"TMEM47",0.73
"CCM2",0.75
"GUCD1",0.86
"AMMECR1L",0.84
"C18orf21",0.88
"C19orf12",0.7
"ZMIZ2",0.79
"C11orf68",0.62
"TEX101",0.58
"FAM103A1",0.82
"FAM107B",0.84
"SELO",0.69
"CCDC3",0.68
"LINC00529",0.2
"FAM167A",0.53
"SLC35G5",0.29
"FAM167A-AS1",0.19
"DYNLRB2",0.57
"DYNLRB1",0.63
"TEKT1",0.58
"TLN2",0.77
"MS4A8",0.66
"PARP9",0.75
"SESN2",0.79
"CRISPLD1",0.69
"CD99L2",0.76
"HSDL1",0.64
"RPS6KL1",0.7
"RHNO1",0.62
"TRAPPC9",0.51
"SLC4A9",0.54
"CALN1",0.65
"SH3BGRL2",0.75
"JAM3",0.77
"FERMT3",0.57
"TRPT1",0.8
"NRIP2",0.35
"ESPN",0.72
"CRISPLD2",0.56
"YPEL3",0.81
"FAM57B",0.59
"INHBE",0.29
"RIOK1",0.8
"SLC25A18",0.57
"ATG10",0.64
"ITCH",0.87
"H2AFB3",0.23
"TFAP2D",0.54
"MARVELD1",0.5
"GRWD1",0.56
"ZNF484",0.21
"L3MBTL2",0.78
"LONP2",0.85
"KRTAP4-12",0.46
"TAS1R3",0.3
"RBP5",0.69
"RBM4B",0.61
"FRMD8",0.31
"ARMC10",0.81
"KCNK16",0.25
"USP26",0.39
"SYT15",0.4
"ESYT3",0.46
"SYT16",0.2
"SETDB2",0.74
"ROPN1L",0.59
"ANGPTL6",0.54
"KLF16",0.42
"FSD1L",0.72
"TMTC1",0.71
"ATAD3B",0.73
"TAF3",0.71
"RSPH3",0.57
"TMEM120A",0.8
"TTTY5",0.55
"TTTY9A",0.34
"TTTY11",0.44
"TTTY12",0.39
"TTTY13",0.42
"TTTY14",0.42
"RAB34",0.83
"HMCN1",0.55
"GPR61",0.48
"TBC1D10A",0.69
"BCO2",0.5
"MRO",0.43
"TM2D2",0.85
"USHBP1",0.47
"CDCA7",0.84
"EIF3FP2",0.1
"MIXL1",0.43
"TSPAN10",0.54
"SLC25A2",0.52
"PRSS27",0.61
"TTLL2",0.5
"FGFBP2",0.61
"WDR87",0.43
"SPATA9",0.56
"SNX25",0.66
"KCTD10",0.82
"SPATA16",0.35
"TTC29",0.55
"KRTAP1-5",0.54
"KRTAP3-1",0.53
"KRTAP3-2",0.37
"KRTAP9-2",0.5
"KRTAP9-3",0.42
"KRTAP9-8",0.48
"KRTAP17-1",0.55
"GSG2",0.7
"STARD3NL",0.83
"STK40",0.66
"SPRTN",0.71
"HDAC10",0.56
"TMEM133",0.72
"RASSF4",0.7
"C10orf11",0.6
"EIF2A",0.84
"TATDN1",0.87
"TM2D1",0.7
"TSSK1B",0.29
"IMMP2L",0.47
"FCAMR",0.55
"NACAP1",0.32
"RACGAP1P",0.46
"FRMD8P1",0.43
"SLC4A11",0.63
"IFI27L2",0.8
"TSSK6",0.65
"SPNS1",0.72
"FAM234A",0.85
"CCDC8",0.62
"NCALD",0.61
"FAM172A",0.77
"BRIP1",0.7
"CTTNBP2",0.5
"REG4",0.51
"KREMEN1",0.76
"TMPRSS13",0.5
"B3GNT5",0.8
"OBSCN",0.6
"EMILIN2",0.6
"PCDHB19P",0.39
"KATNAL1",0.61
"MND1",0.84
"WDR54",0.65
"ADGRV1",0.47
"RBM48",0.69
"MAGT1",0.58
"DTNBP1",0.72
"KIRREL2",0.52
"HDHD2",0.84
"TMEM222",0.47
"TEX35",0.56
"FAM160A2",0.79
"SLC10A7",0.53
"PLEKHN1",0.59
"FAM186B",0.6
"ARMC2",0.43
"HORMAD1",0.54
"MYCBPAP",0.62
"QRICH2",0.52
"FSCB",0.46
"TKTL2",0.39
"C3orf20",0.44
"KBTBD7",0.78
"ANKRD27",0.57
"ENKD1",0.73
"NSRP1",0.8
"ZRANB3",0.61
"RAB6C",0.46
"FBXO30",0.73
"ID2B",0.4
"ARL6",0.61
"USP44",0.46
"SLC41A2",0.68
"C4orf17",0.58
"PCBD2",0.78
"PRAM1",0.44
"ZIC4",0.61
"PCGF6",0.85
"QRFPR",0.3
"ZNF394",0.34
"LRRIQ1",0.54
"ATRIP",0.45
"WDR75",0.81
"ACAD11",0.77
"CEP78",0.79
"USP42",0.59
"ZNRF3",0.64
"TOMM40L",0.74
"UTP15",0.72
"SLC7A6OS",0.63
"FAM161A",0.64
"EVA1A",0.76
"FAM175A",0.73
"SYDE2",0.27
"ZNF644",0.62
"KAT8",0.66
"PPP1R1B",0.64
"RNASEH2C",0.79
"RPF2",0.82
"ARID5B",0.77
"KIAA1109",0.73
"GTF2IRD2",0.76
"ASCC2",0.64
"NLRC5",0.73
"C19orf44",0.57
"ANTXR1",0.75
"LOXL4",0.82
"POLR1B",0.78
"ELMOD3",0.55
"SLA2",0.28
"MYH16",0.2
"MFSD7",0.6
"CHD6",0.46
"FAM188B",0.63
"ZCCHC7",0.8
"TMEM164",0.77
"FAR1",0.83
"SLITRK6",0.59
"METTL25",0.65
"FAM96A",0.87
"SETD3",0.68
"USP48",0.82
"POMK",0.32
"TXNDC2",0.58
"MEX3B",0.59
"ANKRD20A1",0.49
"LOC84214",0.38
"ZNF541",0.42
"TMEM117",0.74
"ZMYND12",0.43
"TBC1D3F",0.25
"WDR24",0.74
"RGPD5",0.43
"SPATC1L",0.6
"TMEM191A",0.49
"IQCG",0.58
"NBPF3",0.59
"ZMYND15",0.52
"C2orf16",0.52
"DRC7",0.52
"LRRC8C",0.81
"TRAF7",0.85
"MAF1",0.86
"TMEM126A",0.86
"RHBDD1",0.77
"ATP13A4",0.45
"ZCCHC9",0.8
"ZDHHC18",0.52
"MRI1",0.68
"MED10",0.84
